user id,product id,Interaction type,Time stamp,
38,4832387affc268b3c9d6cca70dbdbcb4,view,16/11/2023 8:00,
39,487a3cc651bddbccb4738ef1e5aa40d0,like,17/11/2023 8:00,
40,c3296d8ad42c3998c205f0dbca3998f3,purchase,18/11/2023 8:00,
41,3d63af78f4051d04ff6244e9cd299654,purchase,19/11/2023 8:00,
42,a1793c26a96a83a1544300a431e62902,view,20/11/2023 8:00,
43,486702a222224c41f9e243713d03f27a,like,21/11/2023 8:00,
44,6eedbf9388a4d905870f8fcd20790823,view,22/11/2023 8:00,
45,dbf306088532d98d12f7da924cb4e87b,like,23/11/2023 8:00,
46,437d953bb394e40c86873504d40e1b44,like,24/11/2023 8:00,
47,e84e6e3a05a6fc610ff155b851fa1713,purchase,25/11/2023 8:00,
48,54f37f5ba4be7549cdf4a945bf1bdaad,view,26/11/2023 8:00,
49,4f41e104e3332ef045a90d8a294ffbd5,like,27/11/2023 8:00,
50,a6c9ec0ff537edf9736f99b3ca993506,purchase,28/11/2023 8:00,
51,2d835e536f3e4aed4005091fe3955ebb,purchase,29/11/2023 8:00,
52,82be0dec20a875155a066440ef111310,view,30/11/2023 8:00,
53,4cd74df98f6a204869dbc31ba3749d3c,like,01/12/2023 8:00,
54,74c5d3de523d24384aa913b71d29689b,view,02/12/2023 8:00,
55,43a663416f7a8325321942235dfa6ef7,purchase,03/12/2023 8:00,
56,f1a2c4a6317e54e9c76377c79eb35201,view,04/12/2023 8:00,
57,c4c4257e9c0a5257ed3affae5c568aae,like,05/12/2023 8:00,
58,9ab3556ad20a8d9c1595d298972b2eae,view,06/12/2023 8:00,
59,52c1091bb950f7466507179ac0bcbb86,like,07/12/2023 8:00,
60,cb7fc27339298ae31485ce70a774f6cb,like,08/12/2023 8:00,
61,5483f67f50a97a8dd7f404f80eab75e1,purchase,09/12/2023 8:00,
62,ce9fd24e5a2b750d26c861da26ca283c,view,10/12/2023 8:00,
63,ee4f7424fcbf4e3767bd0018e4c3e1d3,like,11/12/2023 8:00,
64,a837eca35fd596cd19b7c5601a1342bc,purchase,12/12/2023 8:00,
65,b4358a38037a7e7fbcd7fe16970e7bff,purchase,13/12/2023 8:00,
66,83e5bb2c78aa73a08f2363e66fcd9e1b,view,14/12/2023 8:00,
67,ca1066833c4acdb86c6f8d1e151d651e,like,15/12/2023 8:00,
68,88f6235d5f16bcaf83a9fd886bfdd565,view,16/12/2023 8:00,
69,37ec1604ef5bdfaaafd75a1bbaf5ec91,like,17/12/2023 8:00,
70,a7a21a6b83ba70d2910c44d73b6b7725,like,18/12/2023 8:00,
71,18bf3174cb5fcba9e72702c927019cb3,purchase,19/12/2023 8:00,
72,27006457c5a1578ed9d45ff737055656,view,20/12/2023 8:00,
73,b2c24314887c92d7464a191f3c54de52,like,21/12/2023 8:00,
74,7b3118bcb208e06362ff2eb42d5b9b3c,purchase,22/12/2023 8:00,
75,1195f9df08a6df42fdd8b1892c335889,purchase,23/12/2023 8:00,
76,79b669f8f4defe34698c5248706cedab,view,24/12/2023 8:00,
77,7254b59eae7dbde82de2eb3a5b9c8c39,like,25/12/2023 8:00,
78,7d223d7689e145d8d69392167b122a13,view,26/12/2023 8:00,
79,90fcab7631cbee136410014eea26a61d,like,27/12/2023 8:00,
80,9485955016fda60d55229c43dc13bb94,like,28/12/2023 8:00,
81,1f25e0968f5ab9451c985211bdfe4e27,purchase,01/01/2023 0:00,
82,954fb803841ce010626740c8a776e981,view,28/12/2022 10:00,
83,2b47bdb56e45a2bcd883dda0ac5c396e,like,29/12/2022 10:00,
84,43cf83baf4862cb9f887c7dd08650162,purchase,30/12/2022 10:00,
85,4c63c213190352c4ca32ee3f19a9f80b,purchase,31/12/2022 10:00,
86,aa5d0f143bd2e72e59977889279f2cf9,view,01/01/2023 10:00,
87,655d6a86d569a686be549cd34ebc3d9e,like,02/01/2023 10:00,
88,39581e8e51beb8d3a0dd056baba4ff53,view,03/01/2023 10:00,
89,67fb67f9191d3971c94200a3a3b9baf9,like,04/01/2023 10:00,
90,473f3b4baadf9bb5d4748f2f27887e00,like,05/01/2023 10:00,
91,eae3be3cc19d4e642c2578cba1703d04,purchase,06/01/2023 10:00,
92,dbf821fa0abe44f1d29203623d5ee012,view,07/01/2023 10:00,
93,30ea772fc1d42248ea26c4c5ad0311a5,like,08/01/2023 10:00,
94,8406b5a5a8f4b30bd4a9fcc89cca983f,purchase,09/01/2023 10:00,
95,d229c3105ea7858cd1d92641a34b4ec8,purchase,10/01/2023 10:00,
96,72b935fe1a8026edc4fa21e68e6dfe80,view,11/01/2023 10:00,
97,10e74e9a2789a22f0ec2c123456edf67,like,12/01/2023 10:00,
98,8636a90d68d24c44934ef2ea51702f18,view,13/01/2023 10:00,
99,78c66630b1b56bb6ea887ea781b07d47,like,14/01/2023 10:00,
100,afef5d77b6049314aeb9c50421a2cee9,like,15/01/2023 10:00,
101,0379ca9ef04209d1aae2106711eb7c76,purchase,16/01/2023 10:00,
102,ed8d9032bc6d9f45b4db9209d693fdc0,view,17/01/2023 10:00,
103,a8dc69040cc0bb452c92cfe9bb57aa1c,like,18/01/2023 10:00,
104,9a895f02b4ad0cae5802632c1993eb06,purchase,19/01/2023 10:00,
105,92791619f785a607f88bdf065b7f132e,like,20/01/2023 10:00,
106,0304022236b299aad7bc87ea32e043ff,like,21/01/2023 10:00,
107,814e4711e4823f8f00f058552fde21fa,purchase,22/01/2023 10:00,
108,f6e664c2120ea19732b41350f460463d,view,23/01/2023 10:00,
109,d0dc4bfe601fc59233cc92ffec45c605,like,24/01/2023 10:00,
110,02d5d3748dc98cf913b93dc8b5c05c8b,view,10/10/2023 8:00,
111,45208c800cf9482dfd24ef949a0f0cd0,like,11/10/2023 8:00,
112,79e3041db1ebd4fdd038c9d2cf0ef04e,like,12/10/2023 8:00,
113,49f3c6b312e7fecbf0ddadd4a080add7,purchase,13/10/2023 8:00,
114,c709c8bd5fcca2e3e2ae32ba1d69faf4,view,14/10/2023 8:00,
115,99da793d9f8a083c04df9911ceb60715,like,15/10/2023 8:00,
116,8e07a9181d2ec9ee5950021ea3d8b2a0,purchase,16/10/2023 8:00,
117,81f53d27640a0e3325dcd555c4e87fe1,purchase,17/10/2023 8:00,
118,a849de4958fcf81230d956e8991ac7c5,view,18/10/2023 8:00,
119,123de3c9efa5f49dbbc098068d94acc2,like,19/10/2023 8:00,
120,c0fd11e864d351e88e9df728bbaa486d,view,20/10/2023 8:00,
121,932626782438aa58a8222562b8bfefb0,like,21/10/2023 8:00,
122,d9809a6fc787570b33d9f44c5d4e1415,purchase,22/10/2023 8:00,
123,f880bf9d197e7e4fc752ca2d108cd67c,view,23/10/2023 8:00,
124,b7bb0de40b81beb68392cb9eac930137,like,24/10/2023 8:00,
125,28fb13c41d60ada29a481c17ad2f24b8,view,25/10/2023 8:00,
126,cabef2309e492543d75e306c23cd7c5a,like,26/10/2023 8:00,
127,7e4d77ac0e15f3966d5c3ac8839ae080,like,27/10/2023 8:00,
128,41fa5a2332e5c062b2b8f2b14daa5e5e,purchase,28/10/2023 8:00,
129,9069f341e27a58e956b9aa3920738ecf,view,29/10/2023 8:00,
130,a6be2cb936c19bd031e72e8256003ab5,like,30/10/2023 8:00,
131,8b3ed216e8ea2a65feb8843e16e57217,purchase,31/10/2023 8:00,
132,1d6d1a47bc11a7549b994c0e8cbd8804,purchase,01/11/2023 8:00,
133,8fd364299f24cb6ba28a5a93919b5cfa,view,02/11/2023 8:00,
134,7e3cd8712b226daca73ba3ab3abde13c,like,03/11/2023 8:00,
135,38764032a8ab8cbacc789a9419d2a020,view,04/11/2023 8:00,
136,ff09acf412a4d6277345698d6038909f,like,05/11/2023 8:00,
137,9d5a7160612c96058770fcc966a92054,like,06/11/2023 8:00,
138,167a657569966c53f85837414f11fef0,purchase,07/11/2023 8:00,
139,6bbd68078c73c7e597720418d5347070,view,08/11/2023 8:00,
140,875a5a1374880f0c30bce7429ff4e411,like,09/11/2023 8:00,
141,55259e7b18b0f9c485d920d401dafed3,purchase,10/11/2023 8:00,
142,1d3b2d2a7a30a088f5c0e2976b8b37ca,purchase,11/11/2023 8:00,
143,baa973c42b723622550e48dda886cff7,view,12/11/2023 8:00,
144,c62585c13e47179bc4680213b47748f3,like,13/11/2023 8:00,
145,a9c23e84104c2db9de9e2923e432f290,view,14/11/2023 8:00,
146,e9d6b02c60503e7a5ab3d1dd31f1f21b,like,15/11/2023 8:00,
147,15b3da22b8a28a4fd632e08d03af7c69,purchase,16/11/2023 8:00,
148,01bbe4d02c928d24da487a8749ee2553,view,17/11/2023 8:00,
149,20158a4c459ec9cb6c92aa966cf8196e,like,18/11/2023 8:00,
150,2bf16bce01f0ab06c0541be020568640,view,19/11/2023 8:00,
151,d97a81d04b9463ebced3488341e8df6a,like,20/11/2023 8:00,
152,292439569150831eb76a89ccd95d97c0,like,21/11/2023 8:00,
153,6932ffb2c1475a79312b47f46b24e64a,purchase,22/11/2023 8:00,
154,dfd0ea3e5fc05786ed12ea1f083b34ae,view,23/11/2023 8:00,
155,069bea5286f41eebb25793d9ca9b4ffa,like,24/11/2023 8:00,
156,18cad95602932158f77c11ac60921726,purchase,25/11/2023 8:00,
157,840962c7998fc95967637adcbbe40031,purchase,26/11/2023 8:00,
158,f9e0af2ffca5b6eb42a2bf7b5954cb1e,view,27/11/2023 8:00,
159,698082240a32748151cc4ae387ad68bf,like,28/11/2023 8:00,
160,ca62888a827c3e100d7d568ec5566b13,view,29/11/2023 8:00,
161,db0a553576007aa849546f6adcbac2ba,like,30/11/2023 8:00,
162,590f3150f17afe14169b882ccb085894,like,01/12/2023 8:00,
163,aade3ca10a67c48547cb7321a8bfdff2,purchase,02/12/2023 8:00,
164,78781a21385e64c99625cfa04169930c,view,03/12/2023 8:00,
165,0c9eb56d53ae22e149e1a74b1e26e2aa,like,04/12/2023 8:00,
166,b16353a747c799db484e5bf81167c98c,purchase,05/12/2023 8:00,
167,44af50aecebcfbca03654d2ab92aac6b,purchase,06/12/2023 8:00,
168,f4d3330e05b15674aa1f2c5b4d044cd4,purchase,07/12/2023 8:00,
169,abe81df9ab60b47485e890b36cb279f9,view,08/12/2023 8:00,
170,40d32e8dde1e0d2f405a1cf18c401d49,like,09/12/2023 8:00,
171,fa1866644e57cb438168bff84ece7c25,view,10/12/2023 8:00,
172,19ef9573802bf0c2d880c55e29c92003,like,11/12/2023 8:00,
173,9a368eab9859f79f2850773b36b01917,like,12/12/2023 8:00,
174,5ec9d590a90fce754b08cc415627ef07,purchase,13/12/2023 8:00,
175,c0b2f8b41d4c0aeb5be8b262063ff0a7,view,14/12/2023 8:00,
176,42ff187aa557c2def78a7aeb7c5a3d25,like,15/12/2023 8:00,
177,26175eb509322b28aecf0965db4fcae1,purchase,16/12/2023 8:00,
178,8810d7ffdc995fd1905089cf090f2d5d,purchase,17/12/2023 8:00,
179,37069a8a693f09448ea83242955ff56c,purchase,18/12/2023 8:00,
180,f8b4583c361d8b91315d49355691c920,view,19/12/2023 8:00,
181,a7f78ae6d123b12bd9285d3425076cce,like,20/12/2023 8:00,
182,3faff4d14cfff86305b80201b1ace0db,view,21/12/2023 8:00,
183,b3b7ff2bd00e31dac0f81505658112cd,like,22/12/2023 8:00,
184,03a1c406637d39b830831a33b67ed4e6,like,23/12/2023 8:00,
185,49a72f6326b0e800e35de10585b53b97,purchase,24/12/2023 8:00,
186,4a1c57400118edff461f32f6116ea472,view,25/12/2023 8:00,
187,43cd68313ad1554b93f6384cfa0c1ce0,like,26/12/2023 8:00,
188,0d5ad41b9643f3b0ddedd4a4e66dad6d,purchase,27/12/2023 8:00,
189,8094240b7ccaaea48c04ab37b889d29b,purchase,28/12/2023 8:00,
190,d34cc15af5c365e8e4505fdbaec1bfbb,view,01/01/2023 0:00,
191,3cb8cc66556c1b240fcdfdc9b89db022,like,28/12/2022 10:00,
192,c0005a00778a24457415e0ed00885b71,view,29/12/2022 10:00,
193,b6029381cfd07d63f72db466ec8e5370,like,30/12/2022 10:00,
194,9e117154b3dd3ce367ca611560cca36d,like,31/12/2022 10:00,
195,39887c2739efaea41c8ff64b2bcf5a05,purchase,01/01/2023 10:00,
196,f8be834ac3d69dd71dcde215b308a38d,view,02/01/2023 10:00,
197,ec05fb1e17e8206c1537dd9fc6cd4ca6,like,03/01/2023 10:00,
198,67c5ad1b80a48100edd86b683ca6056d,purchase,04/01/2023 10:00,
199,e38b5f6d4d43c40bbb254a7eb0ef919a,purchase,05/01/2023 10:00,
200,8e34bfe8fdd48732e9f5c8fd0ae1c2a3,view,06/01/2023 10:00,
201,8a099a7dd34305e8428ab48fca3fad79,like,07/01/2023 10:00,
202,1ce0d10b52aeadc76bf43579d2d95aca,view,08/01/2023 10:00,
203,c9ccb2238b43b1c07eeee6efaeec1f3b,like,09/01/2023 10:00,
204,f2ebc91da22bc057f048bc35cea0bf6f,like,10/01/2023 10:00,
205,d0777b6e4b75a1c3edac4547132635c6,purchase,11/01/2023 10:00,
206,0c5298272cf8b8c881bfba43f0f9821a,view,12/01/2023 10:00,
207,3b9ed9c6566b4f6327b418d5eded459c,like,13/01/2023 10:00,
208,067feff8d867690cd1e496a645a88516,view,14/01/2023 10:00,
209,80b61d90b88b9751fe83776533e8ea2b,like,15/01/2023 10:00,
210,d001b4eee2dccc192af6aed5c5724dce,like,16/01/2023 10:00,
211,4dc89545c42440c3130eacc99ac0e1e2,purchase,17/01/2023 10:00,
212,b57b633c21bfcb3dfd83d4550c74d36e,view,18/01/2023 10:00,
213,e57b5602e9dc1cb10bb8940f76343428,like,19/01/2023 10:00,
214,e445b3013605b075f00d38a17f672c46,purchase,20/01/2023 10:00,
215,69d94b2a9fd2f8d6af37bf84f5867d1b,purchase,21/01/2023 10:00,
216,949fecfddf19be861707825572c4fd42,purchase,22/01/2023 10:00,
217,3b56dd2a0da42e866058761279d61c19,view,23/01/2023 10:00,
218,a3e13ab929e22c05eac37a51f19b85bd,like,24/01/2023 10:00,
219,dac7268ed3332f952d2f68e90a722005,view,25/01/2023 10:00,
220,16643516084cbe67f8a238a8b02f7287,like,26/01/2023 10:00,
221,5d26b156688b9fa271225dda74884def,like,27/01/2023 10:00,
222,d9f0af321c22c625b2a9145fbcdccbe2,purchase,28/01/2023 10:00,
223,abcc5312aebd6624aa422881e192ddcb,view,29/01/2023 10:00,
224,4d1942be02252103bc227133970db3ec,like,30/01/2023 10:00,
225,399bb9009c2a058755faa7b1889fd2c5,purchase,31/01/2023 10:00,
226,a6737b0c04b96b728bc14669376d3ebf,purchase,01/02/2023 10:00,
227,b24cdf404d3a7505edcd35049aec46d1,view,02/02/2023 10:00,
228,3ace0bf66d966fd622f6b46f025bd478,like,03/02/2023 10:00,
229,98e34c37b5ee85b4c20cf72962b57868,view,04/02/2023 10:00,
230,413ca2eda708e4b85343919c0e1e3926,like,05/02/2023 10:00,
231,3de177e1a695a48dbf706d14e587021f,like,06/02/2023 10:00,
232,aa6b0cc46a76b6ff6aeafa2eec3c7816,purchase,07/02/2023 10:00,
233,81dfc6db189d68b3e9df6c52e6c05b5e,view,08/02/2023 10:00,
234,4b64df884b56adb12adf150210014b55,like,09/02/2023 10:00,
235,45552618acd76bfc988bbcc3a1b1c283,purchase,10/02/2023 10:00,
236,3cdbb47eb172e3493578a8e34a03620b,purchase,11/02/2023 10:00,
237,a69473e10884b515db3fd1641a482c02,view,12/02/2023 10:00,
238,c9b11077922a9749af9a0fba287d4a9a,like,13/02/2023 10:00,
239,7424129380500542d0249e85acd8650a,view,14/02/2023 10:00,
240,c1131c0e691eb6bced30c8bb4d83d6bd,like,15/02/2023 10:00,
241,17613b9ed88977175dae7a56ac633aa2,like,16/02/2023 10:00,
242,4113d917ad2aebb11bda8be942af8c8f,purchase,17/02/2023 10:00,
243,69a2f7ccc7fc205e4b465055f6290243,view,18/02/2023 10:00,
244,f31bfb4819c532127aa16ddf8760c57e,like,19/02/2023 10:00,
245,f014ccef100ac3121c4522e693fa737f,purchase,20/02/2023 10:00,
246,891db9b404384c144c8f7821ec997c35,purchase,21/02/2023 10:00,
247,5b9175244eadc52976fd651d4e652ae8,view,22/02/2023 10:00,
248,1b57c36db1c3a2466b249260467066be,like,23/02/2023 10:00,
249,7edbff77b5a1963eafd07e27ce66f5f3,view,24/02/2023 10:00,
250,29aee387a9199d8f3f330193aa2eded0,like,25/02/2023 10:00,
251,4b77ea4b37f80f95958af3fa2eb2b300,like,26/02/2023 10:00,
252,22bccbee6c18e566f04592da316e3c34,purchase,27/02/2023 10:00,
253,339800b086da34a39a9ae4c4c5a02f48,view,28/02/2023 10:00,
254,b501e323c7a740ad13e56a952dd36dfe,like,01/03/2023 10:00,
255,f686fb07d2973557ef45f532b928e458,purchase,02/03/2023 10:00,
256,82d6de2993fa037d25d5c72ebe3d3243,purchase,03/03/2023 10:00,
257,762c9ee1be7ca359274fecdba946cfe3,view,04/03/2023 10:00,
258,24bcd58cf8d6107db9b7f332c2135e48,like,05/03/2023 10:00,
259,d8aa0b362b490a7e52e800af61d24bfb,view,06/03/2023 10:00,
260,ceb83bfa91665801a1b91aef401fd799,like,07/03/2023 10:00,
261,37a6a6e890884bb482d93c8e9291bbe8,like,08/03/2023 10:00,
262,2d584ce3af7e45ddaf7cf6b437ee2dd4,purchase,09/03/2023 10:00,
263,466d00b55d13e340fa2738697e795259,view,10/03/2023 10:00,
264,37ed1450d4e14d6f886b36e6ce7305eb,like,11/03/2023 10:00,
265,a0ab6d26f3316848cdabb34aa091697b,purchase,12/03/2023 10:00,
266,c2cbb52a1cbbd9cbd15af7e1941b8258,purchase,13/03/2023 10:00,
267,844a6914bca4e87d8f5e5707363d9453,view,14/03/2023 10:00,
268,8595d2bff8411bf8ce6c7eb9d82c8b34,like,15/03/2023 10:00,
269,7b76de91893329969ed1d92bb3f160be,view,16/03/2023 10:00,
270,63a6d2414653205df2a58cfe59c9515e,like,17/03/2023 10:00,
271,a40833749bb2b49c0b4e20eda18b2498,like,18/03/2023 10:00,
272,c16b45bd9a78192f515943d6e9a0ce6e,purchase,19/03/2023 10:00,
273,92450364e622ad81cbb50ebae1157e68,view,20/03/2023 10:00,
274,9eb85128798f24fca126e4640b941417,like,21/03/2023 10:00,
275,dea30d4ffebdef86db48683ea1eba3e1,purchase,22/03/2023 10:00,
276,d49b828318fdd2a558f8009a4dddab7d,,23/03/2023 10:00,
277,90f3d45ebaa97aabd593470630268c84,,24/03/2023 10:00,
278,8b205983b35a7751fe26ac6a2bdf0fda,purchase,25/03/2023 10:00,
279,40ba2b8894421bb803d20811e37e08bc,view,26/03/2023 10:00,
280,fe89e1abfdd0674db0fcce601edff4a5,like,27/03/2023 10:00,
281,464420bbe766978dc412f3290f213fd2,view,28/03/2023 10:00,
282,ae3b5b98ce5d15302ca627ccd64d43bf,like,29/03/2023 10:00,
283,d5da00041b0702afee4d235142c67625,like,30/03/2023 10:00,
284,17f96f39eb7728be6910508a529710ea,purchase,31/03/2023 10:00,
285,13c572dee5928098154a952ec582115f,view,01/04/2023 10:00,
286,ede3d4a0a98b7e0a5a8cea4240498c1d,like,02/04/2023 10:00,
287,35d0e484bbb4687112e52071376dde6b,purchase,03/04/2023 10:00,
288,2e2d46cee23bf6e46bcfc3202be60176,purchase,04/04/2023 10:00,
289,896dda12412dc704c34b162e81eebf21,view,05/04/2023 10:00,
290,ff6da764e297a604a998d3d7b6ea6304,like,06/04/2023 10:00,
291,2fad8b7fef6553a6e24f08f21191441e,view,07/04/2023 10:00,
292,467d2e5a3a63120804e28b928cff426c,like,08/04/2023 10:00,
293,11f0583299c812341361ca81ada5bf0b,like,09/04/2023 10:00,
294,892cac2d4cd163b5a93bf10620269b6e,purchase,10/04/2023 10:00,
295,cc200bd5afb47bd3936cbdc6b80cdd37,view,11/04/2023 10:00,
296,ef19c63947c9fda0b1d80b5f060d838b,like,12/04/2023 10:00,
297,1415fed85fb0f78111c2572fdf57dcd2,purchase,13/04/2023 10:00,
298,193bbc5ac833527b38df3f6c88acdb56,purchase,14/04/2023 10:00,
299,0a92d664b10f16e38fb86cc591ad182d,view,15/04/2023 10:00,
300,fbb3dd5666d96d6f33dc05e8ef36c966,like,16/04/2023 10:00,
301,d05ce0cf8892e4a9ad56b2b3b7b68a8b,view,17/04/2023 10:00,
302,e8ca697a9f4d83302063339fcd7ad253,like,18/04/2023 10:00,
303,5c987de5f8692ccd546aa3785645e6eb,like,19/04/2023 10:00,
304,507f45a97083f6f8ae4fb0fd11963d32,purchase,20/04/2023 10:00,
305,bb8abd646e2df22707d58d6270d4d0a4,view,21/04/2023 10:00,
306,b7be8e6025ce0e162a03f75e965d02d8,like,22/04/2023 10:00,
307,1a87e17929a9a29a3161a87fbb86a18e,purchase,23/04/2023 10:00,
308,37cded0a92727142293921e711c05e7a,purchase,24/04/2023 10:00,
309,0c36cae77b88555642434d7dcd34fa9b,view,25/04/2023 10:00,
310,eba165b021370ee68be2236652cf06ae,like,26/04/2023 10:00,
311,99ea31e1aca2db1727ed485118008d90,view,27/04/2023 10:00,
312,2244b6a3a3c80cf3d148eb7b09d0e193,like,28/04/2023 10:00,
313,52a31da0589eb4f53ff09a214636874e,like,29/04/2023 10:00,
314,ded138c8d2e126d79ccd19a8d0c7f192,purchase,30/04/2023 10:00,
315,33b592927ec0b9b5124d0cdf1cbb15df,view,01/05/2023 10:00,
316,b7fd8f1258a131e5e20066bc2560193e,like,02/05/2023 10:00,
317,0b9df9bc7f554b556776ce0cf62debfa,purchase,03/05/2023 10:00,
318,b00971a083cd293c234215584fbe6d34,purchase,04/05/2023 10:00,
319,1bc287229e08f42b571719d876fd9390,view,05/05/2023 10:00,
320,a2126b343317aac5d5fce0fb498ad4b6,like,06/05/2023 10:00,
321,5a76892f67e472c7a6935cda3efee951,view,07/05/2023 10:00,
322,89354e527633105bd209522dcd6f0260,like,08/05/2023 10:00,
323,c1f6fdcb7200c11653033eca32baacc4,like,09/05/2023 10:00,
324,89d180e819d5a779ddec1f8737488821,purchase,10/05/2023 10:00,
325,c4516bf26345dc3de65d173bfdc3416f,view,11/05/2023 10:00,
326,c55cde944712e8ae97b1569b2d82747d,like,12/05/2023 10:00,
327,9a414245dc3972e6301c7ea239088881,purchase,13/05/2023 10:00,
328,fd5f30eec19fcd525cfce4efd0124576,purchase,14/05/2023 10:00,
329,261cf236f4281151fcccf8f90e144147,view,15/05/2023 10:00,
330,556d2fda7ee6b66818e3f31fd54f43a5,like,16/05/2023 10:00,
331,10058ba82ecd504989675551e5fb7360,view,17/05/2023 10:00,
332,aa6d59104ede603e4c486c0bde64d133,purchase,18/05/2023 10:00,
333,3a13b9c9a1b922cf008f2eb9f06e59c4,view,19/05/2023 10:00,
334,32f1237c983ceee4d9c3c952c33766fd,like,20/05/2023 10:00,
335,9cafc73a54b4dfb12845194364cdb2ba,view,21/05/2023 10:00,
336,f70e028050eb2d24a8d58873ff1d7fa7,like,22/05/2023 10:00,
337,27633cffdf413fc07e6849da45f9d3e6,like,23/05/2023 10:00,
338,dbdb8165477d4b70d901415170902cd1,purchase,24/05/2023 10:00,
339,d9ec7333c69f7bd2511982a9f9cd9c80,view,25/05/2023 10:00,
340,b69d5e6261edae26ffcbfb933d0c7770,like,26/05/2023 10:00,
341,c2998ccb6be79d1166e19f9feefe7148,purchase,27/05/2023 10:00,
342,58da81392cdc50ef4d56464fe08c7ced,purchase,28/05/2023 10:00,
343,3123f9557a14299160bde77c2e1900be,view,29/05/2023 10:00,
344,14da748f818712130140ab3abe781503,like,30/05/2023 10:00,
345,45a3eeaba75bd329f67fc26638ec19e8,view,31/05/2023 10:00,
346,78b8d7a3166c84993a3add86f29f20fd,like,01/06/2023 10:00,
347,380dde547eeb28d41c6f5b561aea75be,like,02/06/2023 10:00,
348,a9120f43a7645d15d502315dd97c640b,purchase,03/06/2023 10:00,
349,1a66894a4da3d5abbe0e00ef968b74df,view,04/06/2023 10:00,
350,41fe68f3332ef5ff294535579043f733,like,05/06/2023 10:00,
351,9bb9ad66025e751bdb6fbc2b88483726,purchase,06/06/2023 10:00,
352,c391dce19a39e8076c6c3ecee695bb6e,purchase,07/06/2023 10:00,
353,2e3b37369be0633d811e2dfe32959c1a,view,08/06/2023 10:00,
354,fd0d9b564c242bbd846f26e1398ff547,like,09/06/2023 10:00,
355,a041fc6f48b723642eb89da08f501da2,view,10/06/2023 10:00,
356,af52cdd7cde02264eeb511188b53ec09,like,11/06/2023 10:00,
357,369c54274e90b76be94f206b351e0d1f,like,12/06/2023 10:00,
358,cc91d2b941d4bcca4dd633ce4036b62e,purchase,13/06/2023 10:00,
359,28542abffa52b9df26dfe23b900af606,view,14/06/2023 10:00,
360,3188e0840a1e0b3b878b6b9267f3b643,like,15/06/2023 10:00,
361,7944411699d80e83681914a7c74732cc,purchase,16/06/2023 10:00,
362,8983edfaaf5bcecc0ae5e30e11023aa7,purchase,17/06/2023 10:00,
